file	block_index	offset_hex	continuation	rule_count	payload_size	unpacked_size	unpacked_sha256
SPIT/M04.PAC	3	0x16DC	1	33	1040	1620	a42f0ea690514d8ee82059982e1013359f048b6185c0aab081e1e77cc5624bb4
SPIT/M04.PAC	4	0x1B53	1	36	1548	2430	753df86bbf5111ddb7571165fe0d1dcd29635ce25c0ba6e300bcd4641b26c378
SPIT/M04.PAC	5	0x21CF	0	35	1508	2430	14c66b48c6eaa6f3dd567c6035c03b23880aacd61168a2f400d5344e290b43c3
SPIT/M05.PAC	0	0x0	1	36	2223	3840	2ee14ab0bb74d147fde1b8bf9ab595f2f4b657f667b91dbf31840f355ff316c5
SPIT/M05.PAC	1	0x91F	1	26	3433	5760	687fb55c4a07a2712af18baa23b6cdb437e19898485bf7525070ed0c604f6f3d
SPIT/M05.PAC	2	0x16DA	0	28	3424	5760	727045ec4afaf4ba5a78d8b5b89d91afa3fab264865d407e84ef2ed635a9bb9f
SPIT/M06.PAC	0	0x0	1	26	3925	7680	0ca9edd2e47355b63b33761d75a5be7dd4abfd0e1f4faf62c0fd8b9f5c957d81
SPIT/M06.PAC	1	0xFA7	0	46	3630	7680	6574b725dec1d87634a11a2f296893817b77efa00d0e9e0026b9308ae0f12753
SPIT/M07.PAC	0	0x0	1	40	2035	3840	9cd83ed80b71993dbf36108d6ddff2f6b8411416f639d59892457af4effa005e
SPIT/M07.PAC	1	0x86F	1	23	3108	5760	e79b5de574935f0b50137f5af531e9979daa8184536a7c04a6c3748180cb0195
SPIT/M07.PAC	2	0x14DC	0	62	2693	5760	aad0c4972a817bf08042492190775ef1b052705fdda88dbcb5ae9db188b67fe1
SPIT/M08.PAC	0	0x0	1	30	2202	3840	65c89eefac74e437c051aabc66eaf275c5a3d232d88f39f69cac2d5e570900d2
SPIT/M08.PAC	1	0x8F8	1	37	1467	2880	5bab12e310040d0f57eee19403054db7fea05d0b903daeaffb9472044e45a44d
SPIT/M08.PAC	2	0xF26	1	31	2474	4320	fc57341350922cec2d04ffc67e404aed815ac5eeddce03dc2d17b2084d42c5a9
SPIT/M08.PAC	3	0x1931	0	48	2270	4320	59bb7fe15b1c6c14644787baff79dbab5ec5ad427e891fd6bf2e7b4a35dda499
SPIT/M09.PAC	0	0x0	1	46	2054	3840	1d8bdad644fe264c218282a10450e840d90a36e382035402c82f81a787021b62
SPIT/M09.PAC	1	0x894	1	25	3286	5760	1b7abfcf8c11c201714948efb4199e8f1f19ea5b009cdb226f438fc0e39881f4
SPIT/M09.PAC	2	0x15B9	0	26	3419	5760	58793bfba44b33051b7eaf57d973f9c95b3a71a47cac08b02d377c0d5a6edd71
SPIT/M0A.PAC	0	0x0	1	39	2048	3840	540ccd6c3e85b94927c4ffaab22decd8edb546b1b9688081ab164bd7f7656967
SPIT/M0A.PAC	1	0x879	1	27	3060	5760	3b94e73380b1e6c63dba4b802f50c0e77bae70057aa98ef5560f18e98ae47760
SPIT/M0A.PAC	2	0x14C2	0	44	2841	5760	db7b7888d4f989aafaaeb4edb75222346263dc47be43cdee2381f4873e0dfb0b
SPIT/M0B.PAC	0	0x0	1	27	2197	3840	2f9058d4e6eb0338b32edd5fc77f7b8d7821529aba4880cc3206d4f1ee0a285b
SPIT/M0B.PAC	1	0x8EA	1	35	1575	2880	561b1ac745b33d47f2377a1f3a15316d11234d05ba8e9a6739262feaa8cc72cd
SPIT/M0B.PAC	2	0xF7E	1	27	2537	4320	2fc8c9662808a680efe79c253a8db34926dd9017645d10075a7b366fa9ab7dde
SPIT/M0B.PAC	3	0x19BC	0	37	2350	4320	3dd5707659212a5a8770f88066e6d01893e5e20c4fffcffa1c8da086fa3696be
SPIT/M0C.PAC	0	0x0	1	30	3412	7680	1d3e48edefc7961bf0a5acace7666750b3b44334354a043b7c20117ff8a6404c
SPIT/M0C.PAC	1	0xDB2	0	46	3167	7680	3f5a3aa9dd603b3f5d73eb25bd12bda1a4fe37ce5d4944999291e15c6791e154
SPIT/M0D.PAC	0	0x0	1	43	2095	3840	a3e5ecbb0dfc38643ef6947f74b63b61ddbad7238384d8ba7c9e117a1f64c8c5
SPIT/M0D.PAC	1	0x8B4	1	25	3150	5760	b897d748fb3f9d56f63bf98936258b9f98c10f4d2a813cb11aa4ad87bc66c252
SPIT/M0D.PAC	2	0x1551	0	52	2898	5760	36e0ae901a77aac38f865a7a388671bd77aeb0b2c954deab5d78bad6aa34e272
SPIT/M0E.PAC	0	0x0	1	41	2200	3840	aea1ffe60215c0d5c89a02602b0c3261a3907cd88aee8c5266947bcd01fd05cf
SPIT/M0E.PAC	1	0x917	1	22	3326	5760	184045a832d6163ff4ee9359cd24ed71bf048f43cdc3d3b97f1f846e7e74f27c
SPIT/M0E.PAC	2	0x165B	0	38	3128	5760	b056b108288b161b01587a7c7470d4a77297ad9e14130d47586c6ab6c9984a6d
SPIT/M0F.PAC	0	0x0	1	23	2219	3840	43330246024d20eb82cfbe40fcded619424ae51246f46ac9cc85aaebf1b4b1ae
SPIT/M0F.PAC	1	0x8F4	1	34	1477	2880	0a6484372148baea2c3fe5663466365e582e2fc2af37cf8b471e12e04a5fadbe
SPIT/M0F.PAC	2	0xF23	1	31	2419	4320	73024b3e4fc304abad7c3e9f9e2532882fb92c65699e22e12c18be93bda12226
SPIT/M0F.PAC	3	0x18F7	0	25	2465	4320	d05d2105d8d2c5ea46522294c0bdf1bfe2d37a5c3c71a5289c733e59e6c399a5
SPIT/M10.PAC	0	0x0	1	32	3410	7680	abd28f92fe4d5fcba1a68956451490d456df54614bdb14cfdf113413d5f3caf1
SPIT/M10.PAC	1	0xDB6	0	55	3167	7680	96d10126cc957b72e009058f1eb8aa76ea9b7cbdafe08b1cc83acc5638d11f07
SPIT/M11.PAC	0	0x0	1	38	1957	3840	055d937aeb1cd9b42f8286091b921a2f36580c7bfee061c6bf427223d15778f2
SPIT/M11.PAC	1	0x81B	1	43	1376	2880	3b47b8d1e088ed07c074bf41a34291a6e1c5f2b47a66d51fe2eb428ce4aef939
SPIT/M11.PAC	2	0xE00	1	50	2060	4320	d93b6823f9f39f04d3421e8cc3a4f9d5d97a7fa23225a0c64365b2b09645e4fb
SPIT/M11.PAC	3	0x16A6	0	63	1928	4320	abfad700ba9179df55a680520bfb1d5d976648473cbb7c2b1b75d4d6cc182d3f
SPIT/M12.PAC	0	0x0	1	41	2091	3840	dddf023bc39387fc9d31b08639cb067865b7b8287b19b9ff19b7d753cbfa5fe0
SPIT/M12.PAC	1	0x8AA	1	22	3181	5760	02a2c80d0b914dfbc320c8bac95314c0edd0a2927d7a377141edcea65ba593eb
SPIT/M12.PAC	2	0x155D	0	46	2901	5760	b82414e4a0723f549da73b148c9110b3a00c5d7f69f55facdd71a28017e95d5a
SPIT/M13.PAC	0	0x0	1	29	2109	3840	f9ce9a34f5c567377eaba0400f06918384a4fe2ca4da3be7a9f9c9c05833fafe
SPIT/M13.PAC	1	0x898	1	23	3174	5760	0b995012a9f11739795bbba3b1441476eadb1ff6ff87fae7cc5be14f10ecd846
SPIT/M13.PAC	2	0x1547	0	26	3215	5760	9af37b6aa20a05f3f3b64d0b81ea358e44e17efffa66da04faae7a244a09e743
SPIT/M14.PAC	0	0x0	1	25	3873	7680	3b6f5b50769922fb1c804dc918e55d5aabfd8d52d718a478c434c0121641dd99
SPIT/M14.PAC	1	0xF70	0	63	3445	7680	f9630166e3ef3cf1d02fbaeafd05f6a7cc01dde1db65860ccaf1957e91b99908
SPIT/M15.PAC	0	0x0	0	21	7631	15360	0f69eeaf80195a7b167e64e78fe41718d57bf6a7d05281ad9039c84d5a625394
SPIT/M16.PAC	0	0x0	1	40	2021	3840	71e5269e071d39510ae821886f7478db027fae34b6edafa0049e8bb029db3df9
SPIT/M16.PAC	1	0x861	1	34	2941	5760	709c08b7b6f211b6dc6b98d0aaa1e27f2c33094a4b67060eef5edd477408cdbb
SPIT/M16.PAC	2	0x1448	0	53	2682	5760	43dccfc125f2f203b550090a6e1bc6e10017b9aad961eca4cd581c3ba5aff75c
SPIT/M17.PAC	0	0x0	1	45	1102	1920	52de89a63047c1c8cfc60eec08ca34f598b0109cce00d1f8329d13f4881d4c45
SPIT/M17.PAC	1	0x4D9	1	36	964	1680	fe1ca39edb3f67c7e073332ec4300c4894db24e3b7b6fbb4a412cf436d56f320
SPIT/M17.PAC	2	0x90D	1	37	1548	2940	6cabab944d4fbbe863cb95ee815257155bdda3b5d12fc07d15445357f0774a7f
SPIT/M17.PAC	3	0xF8C	1	21	2795	4410	c585371a011b6acd54340a1d66bb8acad58c6b7aa0d3d4febb3b55da25003e30
SPIT/M17.PAC	4	0x1ABA	0	22	2643	4410	0a6296a104094d56562fab3f76731e7f5941b75f23a11d0cdf5478d125c67b55
SPIT/M18.PAC	0	0x0	1	27	2284	3840	f96ca616936e52e0c146e0afa33e8b6d59181546f687b3eb497b5ca82404db8d
SPIT/M18.PAC	1	0x941	1	30	1582	2880	37167c319f33eb77d8b6f542d249df12765666b873e38c753034231078ff60e1
SPIT/M18.PAC	2	0xFCD	1	29	2592	4320	a36678b6c288e0be62ccd76a3781cd116fb64db9c958b9c908aef8ac3c1b9f6c
SPIT/M18.PAC	3	0x1A48	1	46	1134	2160	d28ec95c7924750c844afd3afee4a05719b91c99d03237b6d1180e1660e597e6
SPIT/M18.PAC	4	0x1F44	0	67	1116	2160	7ae852f083550b0bdbb411214703b67467431ae7291deb9ff2d3bd49e3a322fd
SPIT/M19.PAC	0	0x0	1	33	2420	3840	75409c636fb04726ec38b88425fd7d553ef8f6600751e80f2a12261a175643f8
SPIT/M19.PAC	1	0x9DB	1	34	862	1440	7add5a53f8f927ed021497e5c1511f08483d17fe3e7c09e0309d8bdb11d584a2
SPIT/M19.PAC	2	0xDA3	1	21	3317	5040	f9497caa264f344d3f48ddb1a825ab9fd78626f421f0adfe2737efae367ec5e5
SPIT/M19.PAC	3	0x1ADB	1	32	1556	2520	0d54f92c730e34f7cec57b1ad9f071bc09d8cb6e81f67a7014cd780eb4e88ce2
SPIT/M19.PAC	4	0x2153	0	69	1389	2520	2129f2eeaf4dc8a75e7e497faaea6d10b76ef5bc2e79982571e2ffdff76adee4
SPIT/M1A.PAC	0	0x0	1	24	4298	7680	a6a0405a5668bcaad757e26527c8bc3b739fc648fe73403d40f56a6400bf156c
SPIT/M1A.PAC	1	0x1116	1	46	2030	3840	f77592383b8911eacdc0b3f352370eb07f9c65b5f34d9b7a830c84a09ff4a2c0
SPIT/M1A.PAC	2	0x1992	0	41	1974	3840	d22aa290a89e507a3d6cf3daeb1ed8fd7e167f7e82fbddd98b198fa4feed6085
SPIT/M1B.PAC	0	0x0	1	46	2017	3840	85e7f225173937adaaa37d111e2ce0792898aa54a29dc2056a7224d8d19d88c1
SPIT/M1B.PAC	1	0x86F	1	50	1395	2880	4b182a0da40fa6b0f045a22dcda227f3f9a3e2674b719ba1b119d278778d6896
SPIT/M1B.PAC	2	0xE7C	1	42	2263	4320	b892617514bc9134ccb8c3632ed4009816baaffd7acba6924a9af3bcf11c2c87
SPIT/M1B.PAC	3	0x17D5	0	38	2222	4320	87da53d756932643ff83184995d40e2a8662bfeeb03177df54efbb790bf4c025
SPIT/M1C.PAC	0	0x0	1	42	1955	3840	e29952cbbf530a06482b7eafaf91b5ac59d64beb35fbc1717d3a8f0321077be2
SPIT/M1C.PAC	1	0x825	1	52	1338	2880	b51b8e38d20c098fe15d83c5a7e297593ee94cf5905a6bf38a22b538bfc7582d
SPIT/M1C.PAC	2	0xDFF	1	39	2193	4320	97e1b6d471a61ac79599fcc644f06a893f87be3df50302026783710d88ff45e1
SPIT/M1C.PAC	3	0x1709	0	45	2077	4320	3066f532ac708413b7937cd0bf00cddc0f1e329487331a8ad20b01a0705b7b45
SPIT/M1D.PAC	0	0x0	1	35	2335	3840	3e87386e71f3e97be47f5aee23505245a5217660c160c659c79a117804b44572
SPIT/M1D.PAC	1	0x98C	1	31	1627	2880	4005a3697e4802479e6a67c5a4956bd2bea3df7acd993142523790089d1cdd48
SPIT/M1D.PAC	2	0x1048	1	30	2738	4320	c008b030d9803c70c04a310d2b8de4366f0e1c86f1ad864b609697fc58d21702
SPIT/M1D.PAC	3	0x1B58	0	22	2772	4320	fac2e7b5a33c05dfe34e4e794f615639b8f0d832d89e5c4a4262bcd1cf183062
SPIT/M1E.PAC	0	0x0	1	23	4224	7680	0605a49d3e5761a19ed95cdae98b7a80e1640cf8a176180771376b18c1499dc0
SPIT/M1E.PAC	1	0x10C9	1	53	1925	3840	0a7a985c1b8fe697a944c89f1d079e7301c62dd3c712cd3ee9371d8202c85c8e
SPIT/M1E.PAC	2	0x18F1	0	45	1907	3840	325c575decc9c1b37260ec13a6cf9c06c9d5dcc1e480ab2d5a4e7b113771d0c7
SPIT/M1F.PAC	0	0x0	1	49	1951	3840	e905a173b71f92a7b1e7ed054830e76a7f85305189ec916701fb4f578c97cd9a
SPIT/M1F.PAC	1	0x836	1	21	3096	5760	f21da58ca86c269d8f0e9e17a3ca513c4bc6ef647fcecda29d9c4911bac40e6c
SPIT/M1F.PAC	2	0x1491	0	31	3108	5760	94de371f268a06c8fb910c8bf0266795a4e848e98871aaa638156b552e97aa97
SPIT/M20.PAC	0	0x0	1	24	3992	7680	ae0034759d5bdbd6d55769b78e27bf5495f2ce9d4d75483a187d8095c9515322
SPIT/M20.PAC	1	0xFE4	1	51	1816	3840	99e8a6292a5582e0eb23ee07cce2f7ccc22118511c21120fafa10890da303a3f
SPIT/M20.PAC	2	0x1799	0	56	1722	3840	da645064836ebeb2b0c9b70151f0d4ea250b751d55cee49dba6307d28f60bb0b
SPIT/M21.PAC	0	0x0	1	21	4141	7680	0945e92fe251c3a964028bec9dd2d6065826ee03f492b06de4fd968899a8d385
SPIT/M21.PAC	1	0x1070	0	21	4373	7680	0bef202d6981de24e576147cb339328a97109772c5ef310e26d24ea40100952c
SPIT/M80.PAC	0	0x0	0	37	616	1024	17ba185f480305d8bc0ede0ae4cdadbb24d5826b4eda6c4880b9619a8cde906d
SPIT/M81.PAC	0	0x0	0	49	719	1024	99fd9e1b3b622a4e4c0c40ac87cb17891cf5c007802fcceffd84afb0591b5f19
SPIT/M82.PAC	0	0x0	0	33	584	1024	301cf330dac2a1734cfa95d60dc56e1f669509f7eaa57a4196ca96599076f2af
SPIT/M83.PAC	0	0x0	0	16	239	1024	d73db31dd802d4e7d23b11989b605e2634bcd0ab266eba0f83deada9512d7456
SPIT/M84.PAC	0	0x0	0	21	143	1024	39d1c8a3066aef728b8a9f5c0739a5418937e1216bd81e3d9b9446a8d7696da0
SPIT/M85.PAC	0	0x0	0	12	189	1024	331bf85d3ef04205d9370ab4d942c3f454c9d136cfb8b793c5da7062ce95176a
SPIT/M86.PAC	0	0x0	0	16	330	1024	79cfb1a1b22c19d5fe29b35dbde76355cfd6989ae2110c8dc42fed483cc36f55
SPIT/M87.PAC	0	0x0	0	65	431	1024	f3c7e49aba6ff866fb10086ae7bcf0c7550d6801c518686cf969de306e1e9de5
